batch,person,level,Timestep,ipscore,Weight,Amp,Att_feats,norm,choosed
9,1,0,22,0.0034793855,0.2624541,-0.06996237,-0.21467082,0.5090354,Yes
9,1,0,23,-0.00068136654,0.26319394,0.007217373,-0.24094006,0.53649145,Yes
9,1,0,24,0.0022037497,0.26310214,-0.031810153,-0.22838658,0.5611215,Yes
9,1,1,0,0.0004768818,0.25507715,-0.0067878673,-0.19867083,0.024372078,Yes
9,1,1,1,-0.0029003895,0.25578827,0.032403495,-0.19837753,0.052319832,Yes
9,1,1,2,0.00020670281,0.25689152,-0.0034464793,-0.19281282,0.08922695,Yes
9,1,1,3,-0.00041680082,0.25756472,0.006755609,-0.2035325,0.12385722,Yes
9,1,1,4,0.000120690485,0.25793773,-0.0019705743,-0.22681597,0.15843424,No
9,1,1,5,-4.267053e-05,0.2558234,0.00069185515,-0.23587216,0.2123588,No
9,1,1,6,0.0020393934,0.25523865,-0.03264437,-0.24288411,0.19676988,Yes
9,1,1,7,0.0012892033,0.25539404,-0.020774791,-0.23150775,0.2627855,No
9,1,1,8,0.001737723,0.25429264,-0.027957851,-0.2930542,0.30509603,No
9,1,1,9,0.0004616865,0.25327727,-0.0074510965,-0.14627655,0.34194654,No
9,1,1,10,0.00060374185,0.25267395,-0.009868922,-0.23695102,0.34803113,Yes
9,1,1,11,-0.014290683,0.25282106,0.23100354,-0.14486633,0.38440537,No
9,1,1,12,-0.0031704016,0.25148788,0.051486537,-0.17984632,0.3965244,Yes
9,1,1,13,0.00020110037,0.24978757,-0.0032848062,-0.2929655,0.42216122,Yes
9,1,1,14,0.0014507871,0.24967428,-0.02367497,-0.19611022,0.44331446,No
9,1,1,15,-0.0013018468,0.24835715,0.021289773,-0.19389501,0.45253032,No
9,1,1,16,0.0012967039,0.24773335,-0.02129977,-0.23423174,0.46360025,No
9,1,1,17,-0.01222506,0.24635759,0.19956507,-0.05869694,0.49308592,No
9,1,1,18,0.0011566674,0.24557671,-0.019015506,-0.1947061,0.50570637,No
9,1,1,19,0.0013925263,0.24445473,-0.02302675,-0.28007615,0.5015564,No
9,1,1,20,0.0040230886,0.24370901,-0.06610686,-0.1664381,0.53414977,No
9,1,1,21,-0.0016786313,0.24318959,0.027516076,-0.18341424,0.5657659,No
9,1,1,22,0.0042167506,0.24201955,-0.06996237,-0.21483803,0.5849235,No
9,1,1,23,-0.00044034986,0.24107933,0.007217373,-0.24102987,0.62369514,No
9,1,1,24,0.0019241857,0.24096298,-0.031810153,-0.22800651,0.6581924,No
9,1,2,0,0.00026955255,0.250131,-0.0067878673,-0.19788279,0.33891833,No
9,1,2,1,-0.0012933936,0.24247183,0.032403495,-0.19519399,0.54087996,No
9,1,2,2,0.00013824218,0.26061785,-0.0034464793,-0.1915032,0.2592392,No
9,1,2,3,-0.00027362263,0.2596238,0.006755609,-0.20304896,0.12814374,No
9,1,2,4,8.021142e-05,0.2599669,-0.0019705743,-0.22713742,0.13260163,Yes
9,1,2,5,-2.7779986e-05,0.26249683,0.00069185515,-0.23431748,0.18568708,Yes
9,1,2,6,0.0013365827,0.26426613,-0.03264437,-0.24231207,0.21169892,No
9,1,2,7,0.0008376943,0.26645026,-0.020774791,-0.23098463,0.24760637,Yes
9,1,2,8,0.001131774,0.26944336,-0.027957851,-0.2927492,0.29514548,No
9,1,2,9,0.0002987025,0.26930523,-0.0074510965,-0.14547688,0.3305489,No
9,1,2,10,0.00039293125,0.2714216,-0.009868922,-0.23633534,0.35790083,No
9,1,2,11,-0.009362351,0.27452436,0.23100354,-0.14447974,0.42497268,No
9,1,2,12,-0.00207666,0.27543515,0.051486537,-0.17939644,0.42527026,No
9,1,2,13,0.0001313971,0.27776054,-0.0032848062,-0.2922014,0.48812544,No
9,1,2,14,0.0009524592,0.2798467,-0.02367497,-0.19608827,0.5159792,No
9,1,2,15,-0.0008519993,0.28073397,0.021289773,-0.1928258,0.5566633,No
9,1,2,16,0.0008459502,0.2830673,-0.02129977,-0.23303702,0.6010815,No
9,1,2,17,-0.0079748435,0.28414625,0.19956507,-0.058469605,0.6971749,No
9,1,2,18,0.00075465697,0.2864162,-0.019015506,-0.1942738,0.7067323,No
9,1,2,19,0.00091395015,0.28786206,-0.02302675,-0.27885208,0.74094,No
9,1,2,20,0.0026316433,0.28925952,-0.06610686,-0.1663713,0.8017555,No
9,1,2,21,-0.001088587,0.2907257,0.027516076,-0.18164869,0.85982126,No
9,1,2,22,0.0027668169,0.29230404,-0.06996237,-0.21430069,0.9407161,No
9,1,2,23,-0.0002873396,0.29339433,0.007217373,-0.2392687,1.0345445,No
9,1,2,24,0.0012554862,0.2940509,-0.031810153,-0.22677605,1.051671,No
9,2,0,0,9.1992835e-05,0.1144548,-0.0067878673,-0.018207636,0.32604858,No
9,2,0,1,-0.0004985504,0.11453188,0.032403495,-0.0145253185,0.77203494,No
9,2,0,2,1.558398e-05,0.11401966,-0.0034464793,-0.006222577,0.15335211,No
9,2,0,3,-0.000101887155,0.11440876,0.006755609,-0.0144796055,0.15233165,No
9,2,0,4,2.8835815e-05,0.11491759,-0.0019705743,-0.03796714,0.19872703,No
9,2,0,5,-7.4175678e-06,0.11493311,0.00069185515,-0.044094585,0.18210986,Yes
9,2,0,6,0.00031323187,0.115668416,-0.03264437,-0.048837747,0.1883314,Yes
9,2,0,7,0.00036223826,0.11524155,-0.020774791,-0.036341943,0.19721358,Yes
9,2,0,8,0.00059954065,0.11514786,-0.027957851,-0.097302675,0.21206889,Yes
9,2,0,9,5.434622e-05,0.115969196,-0.0074510965,0.047616877,0.21962884,Yes
9,2,0,10,0.00017211275,0.11581452,-0.009868922,-0.040748917,0.25454658,Yes
9,2,0,11,0.0013894318,0.11616324,0.23100354,0.050889514,0.32388097,Yes
9,2,0,12,-0.0003313602,0.116815336,0.051486537,0.014984131,0.34359306,Yes
9,2,0,13,7.466436e-05,0.11617936,-0.0032848062,-0.09841708,0.42164147,Yes
9,2,0,14,0.0002716911,0.11655024,-0.02367497,-0.00022452672,0.56689936,Yes
9,2,0,15,-0.00017405505,0.116638824,0.021289773,0.00041405362,0.64962816,Yes
9,2,0,16,0.00019777534,0.11640424,-0.02129977,-0.039144643,0.8706989,Yes
9,2,0,17,0.0020752072,0.11610996,0.19956507,0.13383578,1.006358,No
9,2,0,18,0.00036963142,0.116508655,-0.019015506,-0.002618938,1.2423688,No
9,2,0,19,0.0004740365,0.11631574,-0.02302675,-0.0897723,1.4983578,No
9,2,0,20,0.00015244567,0.115858905,-0.06610686,0.022603491,1.7347928,No
9,2,0,21,-0.00031928846,0.115445286,0.027516076,0.006955062,1.966105,No
9,2,0,22,8.9033034e-05,0.115867704,-0.06996237,-0.025640858,2.2088282,No
9,2,0,23,-0.00013822452,0.115501374,0.007217373,-0.051899422,2.4500313,No
9,2,0,24,0.00028416884,0.11600105,-0.031810153,-0.03771055,2.6811771,No
9,2,1,0,7.2334486e-05,0.11384913,-0.0067878673,-0.018029574,0.023934104,Yes
9,2,1,1,-0.0005646219,0.11419961,0.032403495,-0.014499792,0.059425488,Yes
9,2,1,2,1.8873368e-05,0.11446032,-0.0034464793,-0.005996842,0.080874585,Yes
9,2,1,3,-4.0989402e-05,0.11503098,0.006755609,-0.014486673,0.14331947,Yes
9,2,1,4,1.1772757e-05,0.11490123,-0.0019705743,-0.03782972,0.30175382,No
9,2,1,5,-3.8995136e-06,0.11576441,0.00069185515,-0.044166885,0.44663638,No
9,2,1,6,0.00018791026,0.11622321,-0.03264437,-0.04847712,0.500354,No
9,2,1,7,0.00011298601,0.11642259,-0.020774791,-0.036301244,0.4673248,No
9,2,1,8,0.00014423118,0.11676304,-0.027957851,-0.09700999,0.5568633,No
9,2,1,9,3.9389954e-05,0.11753908,-0.0074510965,0.047770914,0.76806664,No
9,2,1,10,4.7892623e-05,0.11814972,-0.009868922,-0.04080782,0.8170095,No
9,2,1,11,-0.0011236283,0.11858445,0.23100354,0.05114138,0.77748454,No
9,2,1,12,-0.0002492787,0.11863632,0.051486537,0.015196398,0.9043722,No
9,2,1,13,1.5492236e-05,0.1192394,-0.0032848062,-0.09811636,1.0527695,No
9,2,1,14,0.00010696732,0.119915724,-0.02367497,-4.6062472e-05,1.003661,No
9,2,1,15,-9.883028e-05,0.12025509,0.021289773,0.00045715968,1.0759909,No
9,2,1,16,8.964038e-05,0.12103846,-0.02129977,-0.038957044,1.0412756,No
9,2,1,17,-0.0009174695,0.12099356,0.19956507,0.13413838,1.0481057,Yes
9,2,1,18,8.2728766e-05,0.12184442,-0.019015506,-0.0026870728,0.965276,Yes
9,2,1,19,9.69155e-05,0.12245202,-0.02302675,-0.08939251,0.9759627,Yes
9,2,1,20,0.00028968544,0.12247585,-0.06610686,0.022756875,0.9095138,Yes
9,2,1,21,-0.00012195036,0.123193085,0.027516076,0.0068173623,0.86609286,Yes
9,2,1,22,0.00029424048,0.12363732,-0.06996237,-0.02580807,0.8406225,Yes
9,2,1,23,-3.132818e-05,0.12394005,0.007217373,-0.051989216,0.8171581,Yes
9,2,1,24,0.00012404224,0.12416096,-0.031810153,-0.03733046,0.6770759,Yes
9,2,2,0,7.62351e-05,0.11456068,-0.0067878673,-0.01724151,0.5034129,No
9,2,2,1,-0.00035535582,0.11543381,0.032403495,-0.011316236,1.0184982,No
9,2,2,2,3.6229467e-05,0.11290286,-0.0034464793,-0.004687193,0.47694424,No
9,2,2,3,-6.983181e-05,0.11484884,0.006755609,-0.014003182,0.1995215,No
9,2,2,4,2.1494874e-05,0.11492812,-0.0019705743,-0.038151108,0.15827656,Yes
9,2,2,5,-7.901888e-06,0.11442876,0.00069185515,-0.04261216,0.2883581,No
9,2,2,6,0.0003926533,0.11522817,-0.03264437,-0.047905117,0.45511243,No
9,2,2,7,0.000238192,0.11450573,-0.020774791,-0.035778143,0.54735994,No
9,2,2,8,0.00033796084,0.11358219,-0.027957851,-0.096704975,0.8015496,No
9,2,2,9,9.730028e-05,0.113769025,-0.0074510965,0.04857058,0.8779262,No
9,2,2,10,0.00012903832,0.11378818,-0.009868922,-0.040192127,1.036141,No
9,2,2,11,-0.0031684267,0.11304223,0.23100354,0.05152799,1.3617202,No
9,2,2,12,-0.0007529525,0.113188714,0.051486537,0.015646236,1.5394579,No
9,2,2,13,5.0681494e-05,0.11218949,-0.0032848062,-0.09735227,1.8028947,No
9,2,2,14,0.00037436394,0.11171263,-0.02367497,-2.4170346e-05,2.0487473,No
9,2,2,15,-0.0003534869,0.11257643,0.021289773,0.0015264299,2.310525,No
9,2,2,16,0.00035927122,0.11185004,-0.02129977,-0.037762348,2.6814268,No
9,2,2,17,-0.0036242201,0.11153672,0.19956507,0.13436572,3.0214233,No
9,2,2,18,0.00035012592,0.11129486,-0.019015506,-0.002254751,3.3958294,No
9,2,2,19,0.00044986673,0.11033121,-0.02302675,-0.088168435,3.6690228,No
9,2,2,20,0.0013313893,0.11098871,-0.06610686,0.022823747,4.151401,No
9,2,2,21,-0.0005596532,0.11019219,0.027516076,0.008582899,4.469806,No
9,2,2,22,0.0014694502,0.11074085,-0.06996237,-0.025270717,4.9095345,No
9,2,2,23,-0.00016076856,0.11216093,0.007217373,-0.0502281,5.394436,No
9,2,2,24,0.0006904317,0.11325141,-0.031810153,-0.036100008,5.637633,No
9,3,0,0,0.0003562953,0.18996483,-0.0067878673,-0.14255284,0.2894017,No
9,3,0,1,-0.0018237361,0.18756507,0.032403495,-0.1391886,0.7578211,No
9,3,0,2,0.000117958196,0.19051193,-0.0034464793,-0.13107987,0.20479646,No
9,3,0,3,-0.00037621977,0.18798171,0.006755609,-0.13927186,0.11229567,Yes
9,3,0,4,0.000107607535,0.18749508,-0.0019705743,-0.16190983,0.14935108,Yes
9,3,0,5,-3.2211567e-05,0.18596396,0.00069185515,-0.16757426,0.18175805,Yes
9,3,0,6,0.00145465,0.18559915,-0.03264437,-0.17377558,0.20901282,Yes
9,3,0,7,0.0012520883,0.18521382,-0.020774791,-0.16009095,0.25828022,Yes
9,3,0,8,0.0019172553,0.18449254,-0.027957851,-0.22182736,0.3278312,Yes
9,3,0,9,0.00029588744,0.18532592,-0.0074510965,-0.07647795,0.39331248,No
9,3,0,10,0.00059492554,0.18423297,-0.009868922,-0.16452853,0.47491565,No
9,3,0,11,-0.0029004223,0.18371667,0.23100354,-0.0727666,0.6724254,No
9,3,0,12,-0.0019477305,0.18312584,0.051486537,-0.10843237,0.77134496,No
9,3,0,13,0.0002334198,0.18334241,-0.0032848062,-0.22228737,0.9309478,No
9,3,0,14,0.0011388067,0.18315077,-0.02367497,-0.12374772,1.1773651,No
9,3,0,15,-0.0008784791,0.18316227,0.021289773,-0.12247832,1.3226211,No
9,3,0,16,0.0009276329,0.18266806,-0.02129977,-0.16219273,1.4830416,No
9,3,0,17,-0.0006988938,0.18312187,0.19956507,0.010866441,1.5925577,No
9,3,0,18,0.001215255,0.1827873,-0.019015506,-0.12420981,1.7171092,No
9,3,0,19,0.0015186332,0.1834098,-0.02302675,-0.20990427,1.8412807,No
9,3,0,20,0.0019127985,0.18303283,-0.06610686,-0.09834025,1.9238273,No
9,3,0,21,-0.0013108838,0.18249771,0.027516076,-0.11297133,1.9747815,No
9,3,0,22,0.0018584407,0.18226667,-0.06996237,-0.14523947,2.0632055,No
9,3,0,23,-0.00045404187,0.18265393,0.007217373,-0.17141613,2.140221,No
9,3,0,24,0.0013478774,0.18293475,-0.031810153,-0.15845029,2.218902,No
9,3,1,0,0.00031239417,0.18994156,-0.0067878673,-0.14237481,0.02939826,Yes
9,3,1,1,-0.0019424472,0.18915403,0.032403495,-0.13916306,0.06571527,Yes
9,3,1,2,0.00012766985,0.18817323,-0.0034464793,-0.13085414,0.087090835,Yes
9,3,1,3,-0.0002521799,0.1861036,0.006755609,-0.13927895,0.15662546,No
9,3,1,4,7.300263e-05,0.1857551,-0.0019705743,-0.16177242,0.23253708,No
9,3,1,5,-2.518959e-05,0.18688327,0.00069185515,-0.16764654,0.23304121,No
9,3,1,6,0.0012047379,0.18619901,-0.03264437,-0.17341496,0.32759875,No
9,3,1,7,0.0007553855,0.18531263,-0.020774791,-0.16005027,0.32178602,No
9,3,1,8,0.0010080333,0.18553646,-0.027957851,-0.22153465,0.35927874,No
9,3,1,9,0.00027199957,0.18545596,-0.0074510965,-0.07632389,0.35286358,Yes
9,3,1,10,0.00035038582,0.18488866,-0.009868922,-0.16458745,0.3801615,Yes
9,3,1,11,-0.008261717,0.18413432,0.23100354,-0.072514765,0.33621675,Yes
9,3,1,12,-0.0018461953,0.18413313,0.051486537,-0.108220145,0.37199202,Yes
9,3,1,13,0.00011799278,0.18466917,-0.0032848062,-0.2219866,0.43167722,Yes
9,3,1,14,0.00084120233,0.1839453,-0.02367497,-0.12356926,0.50945985,Yes
9,3,1,15,-0.00076035835,0.18423952,0.021289773,-0.122435205,0.60563606,Yes
9,3,1,16,0.00075169414,0.18387905,-0.02129977,-0.16200516,0.68581235,Yes
9,3,1,17,-0.0071850806,0.1846053,0.19956507,0.011169037,0.73964053,Yes
9,3,1,18,0.0006737558,0.18428306,-0.019015506,-0.12427796,0.7690641,Yes
9,3,1,19,0.0008125197,0.18439844,-0.02302675,-0.20952454,0.79882765,Yes
9,3,1,20,0.0023740712,0.18485199,-0.06610686,-0.098186865,0.83238906,Yes
9,3,1,21,-0.000980182,0.18424973,0.027516076,-0.11310906,0.82285106,Yes
9,3,1,22,0.0024751495,0.18425469,-0.06996237,-0.14540668,0.82838917,Yes
9,3,1,23,-0.00025724777,0.18519974,0.007217373,-0.17150593,0.8275683,Yes
9,3,1,24,0.0011148585,0.18540455,-0.031810153,-0.15807019,0.858846,Yes
9,3,2,0,0.0002110418,0.19028783,-0.0067878673,-0.1415867,0.71875983,No
9,3,2,1,-0.0010004605,0.18965471,0.032403495,-0.13597953,1.1282881,No
9,3,2,2,0.00010528608,0.1856425,-0.0034464793,-0.1295445,0.34211218,No
9,3,2,3,-0.0002044354,0.18725154,0.006755609,-0.13879545,0.25484657,No
9,3,2,4,5.9451377e-05,0.18529731,-0.0019705743,-0.16209382,0.25244185,No
9,3,2,5,-2.0895153e-05,0.183859,0.00069185515,-0.16609184,0.3546125,No
9,3,2,6,0.0010289025,0.183079,-0.03264437,-0.17284296,0.5401798,No
9,3,2,7,0.0006390606,0.18161821,-0.020774791,-0.15952714,0.6758716,No
9,3,2,8,0.000876071,0.17979562,-0.027957851,-0.22122964,0.86127925,No
9,3,2,9,0.00023229976,0.17971416,-0.0074510965,-0.075524226,0.9499719,No
9,3,2,10,0.00030806652,0.17864779,-0.009868922,-0.16397175,1.1509013,No
9,3,2,11,-0.0073280004,0.17713149,0.23100354,-0.07212814,1.4604362,No
9,3,2,12,-0.0016542008,0.1761889,0.051486537,-0.10777029,1.6580513,No
9,3,2,13,0.00010670604,0.17492561,-0.0032848062,-0.22122252,1.9115585,No
9,3,2,14,0.000770855,0.17447886,-0.02367497,-0.12354737,2.1897974,No
9,3,2,15,-0.0007004127,0.1741016,0.021289773,-0.12136595,2.4824398,No
9,3,2,16,0.0006950634,0.17314602,-0.02129977,-0.16081043,2.72894,No
9,3,2,17,-0.0067018857,0.1732964,0.19956507,0.011396392,2.9033084,No
9,3,2,18,0.00063554855,0.17094004,-0.019015506,-0.123845614,3.1220326,No
9,3,2,19,0.00077706744,0.1713665,-0.02302675,-0.20830041,3.3348353,No
9,3,2,20,0.002274288,0.17055663,-0.06610686,-0.09812003,3.5416625,No
9,3,2,21,-0.0009364325,0.16961618,0.027516076,-0.1113435,3.6622581,No
9,3,2,22,0.002418953,0.16849181,-0.06996237,-0.14486933,3.8878987,No
9,3,2,23,-0.00025318647,0.16879536,0.007217373,-0.16974477,4.062703,No
9,3,2,24,0.0011072689,0.16811565,-0.031810153,-0.15683976,4.2266555,No
9,4,0,0,-1.6407323e-05,0.1021293,-0.0067878673,0.14174399,0.31704918,No
9,4,0,1,4.2580923e-06,0.1031139,0.032403495,0.1427909,0.758244,No
9,4,0,2,-4.0273684e-05,0.103799485,-0.0034464793,0.14820553,0.24029163,No
9,4,0,3,-8.988233e-10,0.10357627,0.006755609,0.13853212,0.31006896,No
9,4,0,4,-6.579665e-07,0.10374865,-0.0019705743,0.11359569,0.4722892,No
9,4,0,5,3.004536e-06,0.104869604,0.00069185515,0.10502016,0.52994174,No
9,4,0,6,-0.00017586173,0.10560751,-0.03264437,0.098556004,0.65519345,No
9,4,0,7,6.865996e-05,0.10648003,-0.020774791,0.1098575,0.7552322,No
9,4,0,8,0.00021305021,0.107446216,-0.027957851,0.049471386,0.9082694,No
9,4,0,9,-5.7693236e-05,0.10728143,-0.0074510965,0.19354379,1.0909733,No
9,4,0,10,3.43274e-05,0.108179666,-0.009868922,0.10387494,1.1868382,No
9,4,0,11,0.005091374,0.109688744,0.23100354,0.19461158,1.2836016,No
9,4,0,12,0.0004398274,0.10972859,0.051486537,0.15963614,1.4753973,No
9,4,0,13,3.0562755e-05,0.10998172,-0.0032848062,0.045759257,1.693103,No
9,4,0,14,-6.7763525e-05,0.11107788,-0.02367497,0.14279303,1.8505806,No
9,4,0,15,0.00014085286,0.11113465,0.021289773,0.14481859,2.0823796,No
9,4,0,16,-0.00011389812,0.11211724,-0.02129977,0.104734644,2.2699728,No
9,4,0,17,0.0054007964,0.111657195,0.19956507,0.27973896,2.534221,No
9,4,0,18,0.000105611,0.111709215,-0.019015506,0.14299965,2.7206829,No
9,4,0,19,0.00015423934,0.11228816,-0.02302675,0.056862123,2.9373224,No
9,4,0,20,-0.0008777344,0.11231809,-0.06610686,0.16934207,3.1422791,No
9,4,0,21,8.380235e-05,0.11255886,0.027516076,0.15297258,3.3351963,No
9,4,0,22,-0.0010038352,0.11297313,-0.06996237,0.12055926,3.485394,No
9,4,0,23,-3.7649817e-05,0.1125187,0.007217373,0.093943745,3.6260698,No
9,4,0,24,-0.00018835755,0.112748444,-0.031810153,0.107928425,3.7976635,No
9,4,1,0,-4.1113733e-05,0.10237565,-0.0067878673,0.141922,0.055722892,Yes
9,4,1,1,-6.3423635e-05,0.10262784,0.032403495,0.14281644,0.12566558,Yes
9,4,1,2,-3.6032983e-05,0.103141524,-0.0034464793,0.14843126,0.17668162,Yes
9,4,1,3,6.6902285e-05,0.10400588,0.006755609,0.138525,0.2575375,No
9,4,1,4,-1.9437168e-05,0.10421181,-0.0019705743,0.11373313,0.48721263,No
9,4,1,5,6.8012414e-06,0.10352016,0.00069185515,0.104947835,0.765743,No
9,4,1,6,-0.0003129229,0.10416401,-0.03264437,0.09891664,0.89918613,No
9,4,1,7,-0.00020089396,0.1049721,-0.020774791,0.1098982,1.0665965,No
9,4,1,8,-0.00027958155,0.10545659,-0.027957851,0.049764104,1.2752132,No
9,4,1,9,-7.216003e-05,0.10426369,-0.0074510965,0.19369787,1.57324,No
9,4,1,10,-9.9160534e-05,0.1048301,-0.009868922,0.10381603,1.7003393,No
9,4,1,11,0.0022528847,0.10560783,0.23100354,0.19486342,1.7932591,No
9,4,1,12,0.0005036916,0.10575284,0.051486537,0.15984836,2.0746908,No
9,4,1,13,-3.210994e-05,0.10481003,-0.0032848062,0.04606002,2.3712282,No
9,4,1,14,-0.0002311212,0.10527151,-0.02367497,0.14297149,2.531824,No
9,4,1,15,0.00020812618,0.10460916,0.021289773,0.14486173,2.8294427,No
9,4,1,16,-0.00021227385,0.10457749,-0.02129977,0.10492222,3.0158749,No
9,4,1,17,0.0019583302,0.10387427,0.19956507,0.28004155,3.3506265,No
9,4,1,18,-0.00018687447,0.10331387,-0.019015506,0.1429315,3.5616026,No
9,4,1,19,-0.00022765738,0.1029841,-0.02302675,0.057241876,3.8206115,No
9,4,1,20,-0.0006330489,0.10266916,-0.06610686,0.16949546,4.0331626,No
9,4,1,21,0.00026384063,0.10243493,0.027516076,0.15283485,4.251502,No
9,4,1,22,-0.00067585876,0.10227363,-0.06996237,0.12039204,4.400069,No
9,4,1,23,6.743322e-05,0.10123326,0.007217373,0.09385395,4.6446733,No
9,4,1,24,-0.00031006563,0.10129521,-0.031810153,0.10830853,4.7922626,No
9,4,2,0,-0.00012402656,0.10384966,-0.0067878673,0.14271012,0.59828407,No
9,4,2,1,0.00058647286,0.10798515,0.032403495,0.14599998,1.1008897,No
9,4,2,2,-6.168555e-05,0.10343095,-0.0034464793,0.14974092,0.31704453,No
9,4,2,3,0.00011949585,0.10314217,0.006755609,0.1390085,0.23627982,Yes
9,4,2,4,-3.3778088e-05,0.10572935,-0.0019705743,0.11341172,0.28273907,Yes
9,4,2,5,1.2226567e-05,0.106066376,0.00069185515,0.10650255,0.34224018,Yes
9,4,2,6,-0.0005502868,0.10591263,-0.03264437,0.09948862,0.40685564,Yes
9,4,2,7,-0.0003625818,0.1075263,-0.020774791,0.11042133,0.458017,Yes
9,4,2,8,-0.00048549974,0.10783287,-0.027957851,0.050069116,0.5180305,Yes
9,4,2,9,-0.00012678147,0.10691964,-0.0074510965,0.19449751,0.60796154,Yes
9,4,2,10,-0.00016954221,0.1072462,-0.009868922,0.104431726,0.6685499,Yes
9,4,2,11,0.0037661053,0.107984394,0.23100354,0.19525005,0.7201228,Yes
9,4,2,12,0.0008466484,0.108521536,0.051486537,0.16029823,0.780449,Yes
9,4,2,13,-5.3411673e-05,0.1089688,-0.0032848062,0.046824098,0.82382524,Yes
9,4,2,14,-0.00037782185,0.10882587,-0.02367497,0.14299342,0.89068025,Yes
9,4,2,15,0.0003405234,0.108217224,0.021289773,0.14593098,0.9507042,Yes
9,4,2,16,-0.00034358184,0.10795636,-0.02129977,0.106116936,1.0300353,Yes
9,4,2,17,0.0031131168,0.1072145,0.19956507,0.28026888,1.1102298,Yes
9,4,2,18,-0.00029739263,0.107749484,-0.019015506,0.14336383,1.2099695,Yes
9,4,2,19,-0.00035268083,0.10698317,-0.02302675,0.058466002,1.3903759,Yes
9,4,2,20,-0.0009851574,0.10674877,-0.06610686,0.16956232,1.4483742,Yes
9,4,2,21,0.00041884062,0.106579356,0.027516076,0.1546004,1.5888436,Yes
9,4,2,22,-0.0010436211,0.10707388,-0.06996237,0.120929405,1.6560863,Yes
9,4,2,23,0.000103269354,0.10601792,0.007217373,0.09561511,1.6373748,Yes
9,4,2,24,-0.00047300066,0.10744258,-0.031810153,0.10953897,1.7667224,Yes
10,0,0,0,5.2472093e-05,0.06844784,-0.0067878673,0.055310786,0.2658418,No
10,0,0,1,-0.00035063585,0.0562745,0.032403495,0.052053835,0.82987773,No
10,0,0,2,-5.41383e-06,0.04943546,-0.0034464793,0.05266548,0.28587815,No
10,0,0,3,-7.96436e-05,0.05079253,0.006755609,0.040973168,0.15242387,Yes
10,0,0,4,2.309055e-05,0.049006946,-0.0019705743,0.013502005,0.19540884,Yes
10,0,0,5,-5.172919e-06,0.044064984,0.00069185515,0.0028415893,0.22588857,Yes
10,0,0,6,0.00022281322,0.042330183,-0.03264437,-0.007965618,0.24723688,No
10,0,0,7,0.00035287053,0.039794784,-0.020774791,3.1582516e-05,0.32909012,No
10,0,0,8,0.0006174465,0.037883494,-0.027957851,-0.062461514,0.34113964,No
10,0,0,9,3.4485915e-05,0.03522124,-0.0074510965,0.0833296,0.32703257,Yes
10,0,0,10,0.00017280938,0.03687627,-0.009868922,-0.008639696,0.33306968,Yes
10,0,0,11,0.0024609983,0.035087734,0.23100354,0.078041054,0.39267892,No
10,0,0,12,-0.00022062068,0.03405592,0.051486537,0.044860736,0.33646443,Yes
10,0,0,13,8.0126905e-05,0.03471993,-0.0032848062,-0.06969206,0.3454887,Yes
10,0,0,14,0.00026316367,0.03579236,-0.02367497,0.024262095,0.37467137,Yes
10,0,0,15,-0.00014321547,0.035747956,0.021289773,0.027745422,0.40357587,Yes
10,0,0,16,0.00017935767,0.036939576,-0.02129977,-0.014595467,0.4517867,Yes
10,0,0,17,0.0032188569,0.03606457,0.19956507,0.1618076,0.49484918,Yes
10,0,0,18,0.00038929563,0.03672219,-0.019015506,0.025180308,0.50974816,Yes
10,0,0,19,0.0005042978,0.039334033,-0.02302675,-0.0621559,0.53912467,Yes
10,0,0,20,-6.5580505e-05,0.038758405,-0.06610686,0.054232962,0.58420676,Yes
10,0,0,21,-0.0003024751,0.040393855,0.027516076,0.033747956,0.60924524,Yes
10,0,0,22,-0.00013814092,0.04013496,-0.06996237,0.003642289,0.6538287,Yes
10,0,0,23,-0.00014460536,0.041642163,0.007217373,-0.023390384,0.6698728,Yes
10,0,0,24,0.0002460831,0.04240125,-0.031810153,-0.011048614,0.6965153,Yes
10,0,1,0,1.8502586e-05,0.060441952,-0.0067878673,0.05549576,0.045869406,Yes
10,0,1,1,-0.00044990142,0.056408137,0.032403495,0.05209242,0.08177507,Yes
10,0,1,2,2.101845e-06,0.052371446,-0.0034464793,0.052901514,0.13017692,Yes
10,0,1,3,-4.9644564e-06,0.048771843,0.006755609,0.040997148,0.22372869,No
10,0,1,4,1.8681491e-06,0.048233315,-0.0019705743,0.013682822,0.2070122,No
10,0,1,5,-1.1826296e-06,0.047017664,0.00069185515,0.002782133,0.23780814,No
10,0,1,6,7.774298e-05,0.042616952,-0.03264437,-0.007581944,0.22783813,Yes
10,0,1,7,6.307811e-05,0.042166192,-0.020774791,7.432302e-05,0.28612322,Yes
10,0,1,8,9.1181304e-05,0.04121396,-0.027957851,-0.06216946,0.2996621,Yes
10,0,1,9,2.749017e-05,0.040809482,-0.0074510965,0.08350919,0.35926554,No
10,0,1,10,3.3066386e-05,0.04040233,-0.009868922,-0.008720155,0.39756483,No
10,0,1,11,-0.0011078675,0.038109694,0.23100354,0.078277566,0.36702898,Yes
10,0,1,12,-0.0002299765,0.038644522,0.051486537,0.04508592,0.47369096,No
10,0,1,13,1.5481026e-05,0.039029583,-0.0032848062,-0.06934133,0.5602386,No
